Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
Cabela's Big Game Hunter 2010,Nintendo Wii,2009.0,Sports,Activision Value,,,7.8,4.0,Activision,T,1059
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,82.0,59.0,8.8,64.0,Zipper Interactive,M,1060
BioShock Infinite,Sony PS3,2013.0,Shooter,Take-Two Interactive,94.0,27.0,8.5,1863.0,Irrational Games,M,1061
Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,,,,,,,1062
Call of Duty: Black Ops 3,Sony PS3,2015.0,Shooter,Activision,,,,,,,1063
WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,,,,,,,1064
WCW/NWO Thunder,PS,1998.0,Fighting,THQ,,,,,,,1065
Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,64.0,8.0,7.1,7.0,Griptonite Games,E,1066
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,53.0,15.0,6.9,28.0,Webfoot Technologies,E,1067
Cooking Mama 3: Shop & Chop,Nintendo DS,2009.0,Simulation,505 Games,,,,,,,1068
Resident Evil 4,GC,2005.0,Action,Capcom,96.0,82.0,9.4,767.0,Capcom,M,1069
Personal Trainer: Math,Nintendo DS,2007.0,Puzzle,Nintendo,63.0,11.0,,,Jupiter Corporation,E,1070
Game Party 3,Nintendo Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,37.0,4.0,,,Farsight Studios,E,1071
Need For Speed: Undercover,Xbox360,2008.0,Racing,Electronic Arts,64.0,62.0,5.9,104.0,EA Vancouver,T,1072
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,Oxygen Interactive,,,,,,,1073
NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,,,,,,,1074
Sonic Colors,Nintendo Wii,2010.0,Platform,Sega,78.0,58.0,8.5,301.0,Sonic Team,E,1075
Saints Row 2,Sony PS3,2008.0,Action,THQ,82.0,50.0,7.9,135.0,Volition Inc.,M,1076
Yoshi's Cookie,GB,1992.0,Puzzle,Nintendo,,,,,,,1077
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,,,,,,,1078
Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,90.0,70.0,7.9,2280.0,Firaxis Games,E10+,1079
 Fire Emblem Fates,Nintendo 3DS,2015.0,Role-Playing,Nintendo,,,,,,,1080
The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,79.0,20.0,8.2,25.0,Maxis,T,1081
Metroid Fusion,GBA,2002.0,Action,Nintendo,92.0,44.0,9.1,200.0,Nintendo,E,1082
We Ski,Nintendo Wii,2008.0,Sports,Namco Bandai Games,67.0,32.0,8.5,12.0,Bandai Namco Games,E,1083
Star Wars Battlefront: Renegade Squadron,Sony PSP,2007.0,Shooter,LucasArts,73.0,35.0,7.9,46.0,Rebellion,T,1084
SSX 3,PS2,2003.0,Sports,Electronic Arts,93.0,41.0,9.1,125.0,EA Canada,E,1085
Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,90.0,14.0,6.8,4.0,EA Sports,E,1086
Star Wars: Battlefront II,XB,2005.0,Shooter,Activision,83.0,40.0,8.9,106.0,Pandemic Studios,T,1087
Disney's DuckTales,NES,1989.0,Platform,Capcom,,,,,,,1088
Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,87.0,10.0,8.3,36.0,Shaba Games,E,1089
"Monsters, Inc.",GBA,2001.0,Adventure,THQ,,,,,Artificial Mind and Movement,E,1090
PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,,,,,,,1091
Dragon Age: Origins,Sony PS3,2009.0,Role-Playing,Electronic Arts,87.0,41.0,7.9,597.0,BioWare,M,1092
Spy Hunter,PS2,2001.0,Racing,Midway Games,84.0,28.0,7.8,13.0,Paradigm Entertainment,T,1093
NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,94.0,15.0,8.8,81.0,EA Sports,E,1094
Fight Night Round 3,Sony PS3,2006.0,Fighting,Electronic Arts,83.0,37.0,7.9,24.0,EA Chicago,T,1095
StarCraft II: Heart of the Swarm,PC,2013.0,Strategy,Activision,86.0,68.0,7.9,1346.0,Blizzard Entertainment,T,1096
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,THQ,71.0,9.0,9.0,85.0,Heavy Iron Studios,E,1097
Until Dawn,Sony PS4,2015.0,Adventure,Sony Computer Entertainment Europe,79.0,103.0,8.2,2161.0,SuperMassive Games,M,1098
Big Beach Sports,Nintendo Wii,2008.0,Sports,THQ,44.0,17.0,8.0,41.0,HB Studios Multimedia,E,1099
Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,Sega,,,,,,,1100
SSX,PS2,2000.0,Sports,Electronic Arts,93.0,35.0,8.3,33.0,EA Sports Big,E,1101
Shaun White Snowboarding: Road Trip,Nintendo Wii,2008.0,Sports,Ubisoft,78.0,28.0,8.7,22.0,Ubisoft,E10+,1102
NBA Ballers,PS2,2004.0,Sports,Midway Games,83.0,44.0,9.2,19.0,Midway,E,1103
Saints Row IV,Xbox360,2013.0,Action,Deep Silver,81.0,42.0,6.5,325.0,Volition Inc.,M,1104
NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,83.0,22.0,8.3,28.0,EA Canada,E,1105
LEGO Batman 2: DC Super Heroes,Xbox360,2012.0,Action,Warner Bros. Interactive Entertainment,79.0,59.0,7.2,114.0,TT Games,E10+,1106
Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari,72.0,29.0,8.4,71.0,Spike,T,1107
Dark Souls III,Sony PS4,2016.0,Role-Playing,Namco Bandai Games,89.0,69.0,8.8,1940.0,From Software,M,1108
Ms. Pac-Man,Atari 2600,1981.0,Puzzle,Atari,,,,,,,1109
Kirby's Return to Dreamland,Nintendo Wii,2011.0,Platform,Nintendo,77.0,49.0,8.5,156.0,HAL Labs,E10+,1110
Mario Party 6,GC,2004.0,Misc,Nintendo,71.0,33.0,7.9,51.0,Hudson Soft,E,1111
Super Scope 6,SNES,1991.0,Shooter,Nintendo,,,,,,,1112
Star Wars The Clone Wars: Lightsaber Duels,Nintendo Wii,2008.0,Action,LucasArts,56.0,24.0,6.7,18.0,Krome Studios,T,1113
Need for Speed Carbon,Xbox360,2006.0,Racing,Electronic Arts,77.0,52.0,6.3,82.0,EA Canada,E10+,1114
Heavenly Sword,Sony PS3,2007.0,Action,Sony Computer Entertainment,79.0,64.0,8.3,544.0,Ninja Theory,T,1115
Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,Enix Corporation,,,,,,,1116
MySims,Nintendo Wii,2007.0,Simulation,Electronic Arts,68.0,38.0,7.2,56.0,EA Redwood Shores,E,1117
Kirby & the Amazing Mirror,GBA,2004.0,Platform,Nintendo,,,,,,,1118
Army of Two,Xbox360,2008.0,Shooter,Electronic Arts,72.0,76.0,7.6,233.0,EA Montreal,M,1119
Dig Dug,Atari 2600,1982.0,Puzzle,Atari,,,,,,,1120
Tom Clancy's Rainbow Six,PS,1999.0,Shooter,Red Storm Entertainment,,,,,,,1121
Ghosts 'n Goblins,NES,1986.0,Action,Capcom,,,,,,,1122
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,88.0,18.0,8.9,18.0,EA Sports,E,1123
NBA Live 06 (All region sales),PS2,2005.0,Sports,Electronic Arts,,,,,,,1124
Prince of Persia: Warrior Within,PS2,2004.0,Action,Ubisoft,83.0,51.0,8.5,120.0,Ubisoft Montreal,M,1125
Far Cry 4,Xbox One,2014.0,Shooter,Ubisoft,82.0,15.0,7.5,383.0,Ubisoft Montreal,M,1126
ESPN NFL 2K5,XB,2004.0,Sports,Sega,92.0,42.0,9.1,93.0,Visual Concepts,E,1127
Beyond: Two Souls,Sony PS3,2013.0,Adventure,Sony Computer Entertainment,70.0,98.0,8.1,2652.0,Quantic Dream,M,1128
Pikmin,GC,2001.0,Strategy,Nintendo,89.0,39.0,8.7,121.0,Nintendo,E,1129
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,89.0,23.0,8.8,40.0,EA Sports,E,1130
NBA 2K15,Xbox360,2014.0,Sports,Take-Two Interactive,,,3.0,40.0,Visual Concepts,E,1131
Call of Duty: Black Ops,PC,,Shooter,Activision,81.0,29.0,5.2,1651.0,Treyarch,M,1132
Ape Escape,PS,1999.0,Platform,Sony Computer Entertainment,90.0,19.0,8.8,53.0,SCEI,E,1133
NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,88.0,29.0,8.8,35.0,EA Tiburon,E,1134
Max Payne 3,Xbox360,2012.0,Shooter,Take-Two Interactive,86.0,80.0,7.8,869.0,Rockstar Studios,M,1135
Viva Pinata,Xbox360,2006.0,Simulation,Microsoft Game Studios,84.0,65.0,8.0,131.0,Rare Ltd.,E,1136
Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,,,,,,,1137
Kinectimals,Xbox360,2010.0,Simulation,Microsoft Game Studios,74.0,50.0,3.1,69.0,Frontier Developments,E,1138
Kirby Air Ride,GC,2003.0,Racing,Nintendo,61.0,28.0,7.9,69.0,HAL Labs,E,1139
LEGO Marvel Super Heroes,Sony PS4,2013.0,Action,Warner Bros. Interactive Entertainment,83.0,22.0,7.7,262.0,TT Games,E10+,1140
Sled Storm,PS,1998.0,Racing,Electronic Arts,,,,,,,1141
Destiny,Sony PS3,2014.0,Shooter,Activision,,,4.5,445.0,Bungie,T,1142
Rock Band,Sony PS3,,Misc,Electronic Arts,92.0,35.0,8.4,107.0,Harmonix Music Systems,T,1143
Dragon Quest IV: Chapters of the Chosen,Nintendo DS,2007.0,Role-Playing,Square Enix,80.0,44.0,7.9,50.0,ArtePiazza,E10+,1144
NFL Street 2,PS2,2004.0,Sports,Electronic Arts,77.0,33.0,8.7,20.0,EA Tiburon,E,1145
Baseball,GB,1989.0,Sports,Nintendo,,,,,,,1146
Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,Konami Digital Entertainment,,,,,,,1147
Super Mario Strikers,GC,2005.0,Sports,Nintendo,76.0,39.0,8.7,55.0,Next Level Games,E,1148
Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,,,,,,,1149
Rage,Xbox360,2011.0,Shooter,Bethesda Softworks,81.0,77.0,6.7,559.0,id Software,M,1150
Mario Hoops 3 on 3,Nintendo DS,2006.0,Sports,Nintendo,69.0,40.0,8.0,37.0,Square Enix,E,1151
SpongeBob's Atlantis SquarePantis,Nintendo DS,2007.0,Action,THQ,64.0,5.0,,,THQ,E,1152
Dollar Dash,PS2,2005.0,Action,Take-Two Interactive,,,,,,,1153
F-1 World Grand Prix,N64,1998.0,Racing,Video System,,,,,,,1154
River Raid,Atari 2600,1981.0,Shooter,Activision,,,,,,,1155
Just Cause 2,Xbox360,2010.0,Action,Square Enix,81.0,74.0,8.0,267.0,Avalanche Studios,M,1156
Silent Hill,PS,1999.0,Action,Konami Digital Entertainment,86.0,17.0,9.2,326.0,KCET,M,1157
Sonic Heroes,GC,2003.0,Platform,Sega,72.0,49.0,7.8,125.0,Sonic Team,E,1158
Disney Infinity,Nintendo Wii,2013.0,Action,Disney Interactive Studios,,,4.2,24.0,Avalanche Software,E10+,1159
ESPN NBA 2K5,PS2,2004.0,Sports,Global Star,83.0,24.0,7.5,36.0,Visual Concepts,E,1160
Diablo,PC,1996.0,Role-Playing,Activision,94.0,12.0,8.7,850.0,Blizzard Entertainment,M,1161
Far Cry 2,Xbox360,2008.0,Action,Ubisoft,85.0,75.0,6.7,288.0,Ubisoft Montreal,M,1162
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,Nintendo,96.0,16.0,9.2,568.0,Nintendo,T,1163
Soul Edge,PS,1996.0,Fighting,Sony Computer Entertainment,,,,,,,1164
Mario Bros.,Atari 2600,1982.0,Platform,Atari,,,,,,,1165
Pro Evolution Soccer 2008,Sony PS3,2007.0,Sports,Konami Digital Entertainment,74.0,19.0,6.1,47.0,Konami,E,1166
NASCAR 2000,PS,1999.0,Racing,Electronic Arts,,,,,,,1167
Pokemon Battle Revolution,Nintendo Wii,2006.0,Role-Playing,Nintendo,53.0,34.0,6.7,106.0,Genius Sonority Inc.,E,1168
Kingdom Hearts 3D: Dream Drop Distance,Nintendo 3DS,2012.0,Action,Square Enix,75.0,54.0,8.2,267.0,Square Enix,E10+,1169
Dance Dance Revolution: Hottest Party 2,Nintendo Wii,2008.0,Simulation,Konami Digital Entertainment,69.0,8.0,6.8,6.0,Konami,E10+,1170
SoulCalibur IV,Xbox360,2008.0,Fighting,Ubisoft,85.0,62.0,7.9,157.0,Namco,T,1171
Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,,,,,,,1172
Sonic Generations,Sony PS3,2011.0,Platform,Sega,76.0,38.0,8.2,253.0,Sega,E,1173
Spyro 2: Season of Flame,GBA,2002.0,Platform,Vivendi Games,76.0,18.0,7.6,13.0,Digital Eclipse,E,1174
Mario Party 10,Nintendo Wii U,2015.0,Misc,Nintendo,66.0,66.0,6.5,279.0,"Nintendo, Nd Cube",E,1175
Devil May Cry 4,Sony PS3,2008.0,Action,Capcom,84.0,63.0,8.2,311.0,Capcom,M,1176
Dead Rising 3,Xbox One,2013.0,Action,Microsoft Game Studios,78.0,69.0,6.8,908.0,Capcom Vancouver,M,1177
Pro Evolution Soccer 2010,PS2,2009.0,Sports,Konami Digital Entertainment,,,8.1,15.0,Konami,E,1178
NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,90.0,18.0,8.7,24.0,EA Sports,E,1179
Gears of War: Judgment,Xbox360,2013.0,Shooter,Microsoft Game Studios,79.0,81.0,5.4,779.0,Epic Games,M,1180
Watch Dogs,Xbox One,2014.0,Action,Ubisoft,78.0,15.0,5.8,712.0,Ubisoft Montreal,M,1181
Guitar Hero: On Tour Decades,Nintendo DS,2008.0,Misc,Activision,72.0,40.0,8.0,5.0,Vicarious Visions,E10+,1182
FIFA 16,Xbox360,2015.0,Sports,Electronic Arts,,,2.9,45.0,EA Sports,E,1183
Madden NFL 15,Xbox One,2014.0,Sports,Electronic Arts,80.0,19.0,6.4,138.0,EA Sports,E,1184
Conflict: Desert Storm,PS2,2002.0,Shooter,Gotham Games,55.0,10.0,8.6,45.0,Pivotal Games,T,1185
Mario Party 7,GC,2005.0,Misc,Nintendo,64.0,25.0,7.9,53.0,Hudson,E,1186
Dragon Quest V: Hand of the Heavenly Bride,Nintendo DS,2008.0,Role-Playing,Square Enix,84.0,46.0,8.5,57.0,ArtePiazza,E10+,1187
High School Musical 3: Senior Year,Nintendo DS,2008.0,Misc,Disney Interactive Studios,,,,,,,1188
Smuggler's Run,PS2,2000.0,Racing,Take-Two Interactive,79.0,21.0,6.8,18.0,Rockstar San Diego,T,1189
Fight Night Round 3,PS2,2006.0,Fighting,Electronic Arts,84.0,32.0,8.1,41.0,EA Chicago,T,1190
Need for Speed: Most Wanted,Xbox360,2012.0,Racing,Electronic Arts,83.0,54.0,8.5,134.0,EA Canada,T,1191
Carnival Games: Mini Golf,Nintendo Wii,2008.0,Sports,Take-Two Interactive,38.0,10.0,5.7,7.0,Cat Daddy Games,E,1192
Donkey Kong Classics,NES,1988.0,Platform,Nintendo,,,,,,,1193
Hannah Montana: Music Jam,Nintendo DS,2007.0,Action,Disney Interactive Studios,,,,,,,1194
Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,,,,,,,1195
Final Fight,SNES,1990.0,Action,Capcom,,,,,,,1196
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo DS,2009.0,Role-Playing,Nintendo,54.0,26.0,9.0,133.0,ChunSoft,E,1197
Dragon Quest Monsters 2,GB,2001.0,Role-Playing,Enix Corporation,,,,,,,1198
Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,Nintendo,,,,,,,1199
MySims Kingdom,Nintendo DS,2008.0,Simulation,Electronic Arts,58.0,9.0,,,TOSE,E,1200
LEGO Pirates of the Caribbean: The Video Game,Nintendo Wii,2011.0,Action,Disney Interactive Studios,73.0,14.0,7.0,13.0,Traveller's Tales,E10+,1201
Stuntman,PS2,2002.0,Racing,Atari,71.0,37.0,5.7,36.0,Reflections Interactive,T,1202
Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,86.0,39.0,8.5,31.0,Ubisoft,M,1203
LEGO Harry Potter: Years 1-4,Xbox360,2010.0,Action,Warner Bros. Interactive Entertainment,79.0,58.0,8.0,62.0,Traveller's Tales,E10+,1204
007: The World is not Enough,N64,2000.0,Action,Electronic Arts,,,,,,,1205
Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,74.0,15.0,8.7,35.0,Vicarious Visions,E,1206
Guitar Hero 5,Nintendo Wii,2009.0,Misc,Activision,89.0,25.0,6.9,49.0,Vicarious Visions,T,1207
Wolfenstein: The New Order,Sony PS4,2014.0,Shooter,Bethesda Softworks,79.0,73.0,8.1,1116.0,MachineGames,M,1209
Mafia II,Xbox360,2010.0,Action,Take-Two Interactive,74.0,79.0,7.8,458.0,2K Czech,M,1210
Moshi Monsters: Moshling Zoo,Nintendo DS,2011.0,Misc,Activision,,,,,Mind Candy,E,1211
BioShock 2,Sony PS3,2010.0,Shooter,Take-Two Interactive,88.0,62.0,8.2,492.0,2K Marin,M,1212
Dark Cloud,PS2,2000.0,Role-Playing,Sony Computer Entertainment,80.0,27.0,8.2,99.0,Level 5,T,1213
Warcraft III: The Frozen Throne,PC,2003.0,Strategy,Activision,88.0,23.0,9.0,713.0,Blizzard Entertainment,T,1214
Active Life: Outdoor Challenge,Nintendo Wii,2008.0,Sports,Atari,69.0,6.0,8.1,14.0,h.a.n.d. Inc.,E,1215
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox360,2006.0,Shooter,Ubisoft,90.0,78.0,8.0,215.0,Ubisoft Paris,T,1216
Ratchet & Clank (2016),Sony PS4,2016.0,Platform,Sony Computer Entertainment,,,,,,,1217
MVP Baseball 2005,PS2,2005.0,Sports,Electronic Arts,87.0,25.0,8.6,47.0,EA Sports,E,1218
Die Hard Trilogy,PS,1996.0,Shooter,Fox Interactive,,,,,,,1219
Uncharted: Golden Abyss,Sony PS Vita,2011.0,Shooter,Sony Computer Entertainment,80.0,80.0,7.4,770.0,"Naughty Dog, Sony Bend",T,1220
Go Vacation,Nintendo Wii,2011.0,Misc,Namco Bandai Games,64.0,28.0,7.8,13.0,Namco Bandai Games,E10+,1221
Pro Evolution Soccer 2013,Sony PS3,2012.0,Sports,Konami Digital Entertainment,82.0,37.0,6.7,146.0,Konami,E,1222
Mortal Kombat 3,SNES,1994.0,Fighting,Acclaim Entertainment,,,,,,,1223
NFL GameDay 99,PS,1998.0,Sports,989 Studios,,,,,,,1224
Dishonored,Sony PS3,2012.0,Action,Bethesda Softworks,89.0,35.0,7.9,781.0,Arkane Studios,M,1225
Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,81.0,49.0,8.0,56.0,Camelot Software Planning,E,1226
Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,Electronic Arts,,,,,,,1227
Call of Duty: Black Ops II,PC,2012.0,Shooter,Activision,74.0,11.0,4.2,1635.0,Treyarch,M,1228
Resident Evil: The Umbrella Chronicles,Nintendo Wii,2007.0,Action,Capcom,75.0,47.0,7.6,122.0,Cavia Inc.,M,1229
Knockout Kings,PS,1997.0,Fighting,Electronic Arts,,,,,,,1230
The Simpsons Skateboarding,PS2,2002.0,Sports,Electronic Arts,38.0,21.0,5.0,26.0,The Code Monkeys,T,1231
Donkey Kong Country: Tropical Freeze,Nintendo Wii U,2014.0,Platform,Nintendo,83.0,77.0,8.9,712.0,Retro Studios,E,1232
NASCAR 98,PS,1996.0,Racing,Electronic Arts,,,,,,,1233
Xevious,NES,1984.0,Shooter,Namco Bandai Games,,,,,,,1234
F1 Race,NES,1984.0,Racing,Nintendo,,,,,,,1235
NASCAR 99,PS,1998.0,Racing,Electronic Arts,,,,,,,1236
Final Fantasy XIV: A Realm Reborn,PC,2010.0,Role-Playing,Square Enix,,,,,,,1237
NBA Live 2000,PS,1998.0,Sports,Electronic Arts,,,,,,,1238
Fight Night Round 4,Sony PS3,2009.0,Fighting,Electronic Arts,88.0,46.0,7.6,95.0,EA Canada,T,1239
Super Monkey Ball 2,GC,2002.0,Puzzle,Atari,87.0,34.0,8.5,51.0,Amusement Vision,E,1240
Pac-Man World 2,PS2,2002.0,Action,Namco Bandai Games,73.0,19.0,7.8,26.0,Namco,E,1241
Disney Fairies: Tinker Bell,Nintendo DS,2008.0,Adventure,Disney Interactive Studios,,,7.8,5.0,"Genius Sonority Inc., Disney Interactive Studios",E,1242
MySims Kingdom,Nintendo Wii,2008.0,Simulation,Electronic Arts,76.0,19.0,8.1,24.0,EA Redwood Shores,E,1243
Dead Space 2,Xbox360,2011.0,Shooter,Electronic Arts,90.0,83.0,8.6,679.0,Visceral Games,M,1244
Puzzle & Dragons,Nintendo 3DS,2013.0,Role-Playing,GungHo,,,,,,,1245
Call of Duty: Modern Warfare: Reflex Edition,Nintendo Wii,2009.0,Shooter,Activision,,,,,,,1246
Mega Man 2,NES,1988.0,Action,Capcom,,,,,,,1247
Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,,,,,,,1248
NBA Live 98,PS,1997.0,Sports,Electronic Arts,,,,,,,1249
The Simpsons Game,PS2,2007.0,Action,Electronic Arts,68.0,10.0,8.2,27.0,Electronic Arts,T,1250
Monopoly,PS,1997.0,Misc,Hasbro Interactive,,,,,,,1251
The Simpsons Game,Nintendo DS,2007.0,Action,Electronic Arts,69.0,17.0,7.3,18.0,Griptonite Games,T,1252
Football Manager 2012,PC,2011.0,Sports,Sega,84.0,45.0,8.0,172.0,Sports Interactive,E,1253
Ni no Kuni: Wrath of the White Witch,Sony PS3,2011.0,Role-Playing,Namco Bandai Games,85.0,89.0,8.6,984.0,Level 5,E10+,1254
SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,93.0,45.0,9.1,135.0,Namco,T,1255
Call of Duty 3,Sony PS3,2006.0,Shooter,Activision,80.0,43.0,6.9,92.0,Treyarch,T,1256
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,Crave Entertainment,76.0,15.0,8.9,64.0,Genki,E,1257
NFL Blitz,PS,1998.0,Sports,Midway Games,,,,,,,1258
Red Faction II,PS2,2002.0,Shooter,THQ,84.0,30.0,8.3,35.0,Volition Inc.,M,1259
Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,91.0,25.0,7.7,7.0,EA Sports,E,1260
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,,,,,,,1261
WWF No Mercy,N64,2000.0,Fighting,THQ,,,,,,,1262
Ice Climber,NES,1985.0,Platform,Nintendo,,,,,,,1263
Sonic CD,SCD,1993.0,Platform,Sega,,,,,,,1264
Star Wars: The Force Unleashed II,Sony PS3,2010.0,Action,LucasArts,63.0,41.0,6.8,121.0,LucasArts,T,1265
Pac-Man World,PS,1998.0,Action,Namco Bandai Games,,,,,,,1266
Rock Band 2,Sony PS3,2008.0,Misc,MTV Games,91.0,24.0,7.9,88.0,Harmonix Music Systems,T,1267
Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,Nintendo,80.0,55.0,8.1,94.0,Square Enix,T,1268
Medal of Honor: Frontline,XB,2002.0,Shooter,Electronic Arts,81.0,18.0,6.9,23.0,EA LA,T,1269
Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,67.0,4.0,7.0,24.0,EA Tiburon,E,1270
Dead Rising 2,Xbox360,2010.0,Action,Capcom,79.0,76.0,6.9,216.0,Blue Castle Games,M,1271
Banjo-Tooie,N64,2000.0,Platform,Nintendo,,,,,,,1272
Buzz! The BIG Quiz,PS2,2006.0,Misc,Sony Computer Entertainment,,,,,,,1273
Mafia II,Sony PS3,2010.0,Action,Take-Two Interactive,75.0,61.0,7.7,297.0,2K Czech,M,1274
Batman: Arkham Knight,Xbox One,2015.0,Action,Warner Bros. Interactive Entertainment,85.0,16.0,6.6,694.0,Rocksteady Studios,M,1275
Doom (2016),Sony PS4,2016.0,Shooter,Bethesda Softworks,,,,,,,1276
Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,57.0,51.0,6.9,103.0,Square Enix,T,1277
WWF WrestleMania 2000,N64,1999.0,Fighting,THQ,,,,,,,1278
Wario Land II,GB,1997.0,Platform,Nintendo,,,,,,,1279
Nintendo World Cup,NES,1990.0,Sports,Nintendo,,,,,,,1280
Sonic Rivals 2,Sony PSP,2007.0,Racing,Sega,60.0,24.0,7.8,35.0,Backbone Entertainment,E,1281
Bratz: Forever Diamondz,Nintendo DS,2006.0,Adventure,THQ,,,6.5,4.0,Barking Lizards,E,1282
Resistance 3,Sony PS3,2011.0,Shooter,Sony Computer Entertainment,83.0,91.0,7.8,543.0,Insomniac Games,M,1283
Drawn To Life: SpongeBob SquarePants Edition,Nintendo DS,2008.0,Adventure,THQ,68.0,12.0,5.5,4.0,Altron,E,1284
Disney Sing It: Pop Hits,Nintendo Wii,2009.0,Misc,Disney Interactive Studios,,,,,Zoe Mode,E,1285
007: Quantum of Solace,Xbox360,2008.0,Action,Activision,65.0,69.0,7.1,71.0,Treyarch,T,1286
Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,82.0,19.0,7.4,20.0,Kush Games,E,1287
Fight Night 2004,PS2,2004.0,Fighting,Electronic Arts,85.0,43.0,9.0,25.0,EA Sports,T,1288
LEGO Star Wars III: The Clone Wars,Xbox360,2011.0,Action,LucasArts,75.0,43.0,7.8,42.0,Traveller's Tales,E10+,1289
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,93.0,74.0,8.6,68.0,Ubisoft Shanghai,T,1290
LEGO City Undercover,Nintendo 3DS,2013.0,Platform,Nintendo,,,,,,,1291
Imagine: Master Chef,Nintendo DS,2007.0,Simulation,Ubisoft,,,,,Ubisoft,E,1292
Disney Princess,GBA,2003.0,Platform,THQ,,,,,Art,E,1293
Mario Golf,N64,1999.0,Action,Nintendo,,,,,,,1294
Call of Duty Black Ops: Declassified,Sony PS Vita,2012.0,Action,Activision,33.0,58.0,4.8,479.0,Nihilistic,M,1295
Tom Clancy's Ghost Recon: Future Soldier,Xbox360,2012.0,Shooter,Ubisoft,79.0,75.0,7.2,334.0,Ubisoft Paris,M,1296
Fight Night Round 3,Xbox360,2006.0,Fighting,Electronic Arts,86.0,67.0,8.8,264.0,EA Chicago,T,1297
Xenogears,PS,1998.0,Role-Playing,SquareSoft,84.0,15.0,8.4,204.0,SquareSoft,T,1298
The SpongeBob SquarePants Movie,GBA,2004.0,Platform,THQ,,,,,WayForward,E,1299
Super Scribblenauts,Nintendo DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,81.0,53.0,8.2,46.0,5TH Cell,E10+,1300
Midway Arcade Treasures,PS2,2003.0,Misc,Midway Games,76.0,22.0,,,Midway,T,1301
Triple Play 99,PS,,Sports,,,,,,,,1302
Dragon Quest VII: Warriors of Eden,Nintendo 3DS,2013.0,Role-Playing,Square Enix,,,,,,,1303
Super Monkey Ball,GC,2001.0,Puzzle,Atari,87.0,28.0,7.9,46.0,Amusement Vision,E,1304
SoulCalibur IV,Sony PS3,2008.0,Fighting,Ubisoft,85.0,65.0,7.9,129.0,Namco,T,1305
Donkey Kong,Atari 2600,1981.0,Platform,Coleco,,,,,,,1306
Mortal Kombat 4,PS,1998.0,Fighting,GT Interactive,,,,,,,1307
