Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
DX Game of Life,PS,1996.0,Misc,Takara,,,,,,,6026
Trauma Center: New Blood,Nintendo Wii,2007.0,Simulation,Nintendo,77.0,43.0,8.0,20.0,Atlus,T,6027
Starhawk,Sony PS3,2012.0,Action,Sony Computer Entertainment,77.0,71.0,7.8,188.0,LightBox Interactive,T,6028
Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,65.0,30.0,7.4,27.0,Akella,T,6029
FIFA Soccer 13,Nintendo 3DS,2012.0,Action,Electronic Arts,68.0,4.0,3.7,16.0,Electronic Arts,E,6030
Ace Combat: Joint Assault,Sony PSP,2010.0,Simulation,Namco Bandai Games,71.0,30.0,7.2,12.0,Project Aces,T,6031
The Punisher,XB,2005.0,Action,THQ,,,,,,,6032
MLB Pennant Race,PS,1996.0,Sports,Sony Computer Entertainment,,,,,,,6033
The BIGS 2,Nintendo Wii,2009.0,Sports,Take-Two Interactive,68.0,5.0,8.5,6.0,Blue Castle Games,E10+,6034
Shrek: Forever After,Nintendo Wii,2010.0,Platform,Activision,,,,,Xpec,E10+,6035
Turning Point: Fall of Liberty,Xbox360,2008.0,Shooter,Codemasters,43.0,44.0,6.8,87.0,Spark Unlimited,T,6036
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991.0,Role-Playing,Angel Studios,,,,,,,6037
Karaoke Revolution Glee: Volume 3,Nintendo Wii,2011.0,Misc,Konami Digital Entertainment,,,,,Hijinx Studios,T,6038
Sonic Boom: Shattered Crystal,Nintendo 3DS,2014.0,Action,Sega,47.0,21.0,6.3,160.0,Sanzaru Games,E,6039
Shrek Super Party,PS2,2002.0,Misc,TDK Mediactive,30.0,4.0,5.1,17.0,Mass Media,E,6040
MLB Power Pros,Nintendo Wii,2007.0,Sports,Konami Digital Entertainment,83.0,12.0,8.4,45.0,Konami,E,6041
Mah Jong Quest: Expeditions,Nintendo DS,2007.0,Puzzle,Avanquest,,,,,Game Brains,E,6042
"Sakura Wars 4: Koi Seyo,Otome",DC,2002.0,Adventure,Sega,,,,,,,6043
"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,Sega,81.0,15.0,7.3,26.0,RED Entertainment,T,6044
Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,79.0,14.0,8.1,31.0,Koei,T,6045
Call of Juarez: The Cartel,Sony PS3,2011.0,Shooter,Ubisoft,45.0,42.0,5.5,74.0,Techland,M,6046
Snowboarding,PS,2000.0,Sports,Midas Interactive Entertainment,,,,,,,6047
Sesame Street: Cookie's Counting Carnival,Nintendo Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,,,,,Black Lantern Studios,EC,6048
Angry Birds Star Wars,Sony PS3,2013.0,Strategy,Activision,49.0,6.0,3.6,23.0,Exient Entertainment,E,6049
Metal Gear Solid V: Ground Zeroes,Xbox One,2014.0,Action,Konami Digital Entertainment,76.0,13.0,5.4,348.0,Kojima Productions,M,6050
SimCity 4,PC,2003.0,Simulation,Electronic Arts,84.0,36.0,8.7,268.0,Maxis,E,6051
James Bond 007: Legends,Xbox360,2012.0,Shooter,Activision,,,,,,,6052
Puzzle Quest: Challenge of the Warlords,Nintendo Wii,2007.0,Puzzle,D3Publisher,71.0,17.0,6.2,5.0,Vicious Cycle,E10+,6053
Dragon Ball Heroes: Ultimate Mission,Nintendo 3DS,2013.0,Misc,Namco Bandai Games,,,,,,,6054
One Piece Unlimited Cruise 2: Awakening of a Hero,Nintendo Wii,2009.0,Action,Namco Bandai Games,,,,,,,6055
Surf's Up,PS2,2007.0,Sports,Ubisoft,60.0,4.0,,,Ubisoft Montreal,E10+,6056
Looney Tunes Racing,PS,2000.0,Racing,Infogrames,71.0,11.0,,,Circus Freak,E,6057
Disgaea 5: Alliance of Vengeance,Sony PS4,2015.0,Role-Playing,Nippon Ichi Software,80.0,43.0,8.1,173.0,Nippon Ichi Software,T,6058
Final Fantasy X-2: International + Last Mission,PS2,2004.0,Role-Playing,Square Enix,,,,,,,6059
Namco Museum Vol.2,PS,1996.0,Misc,Sony Computer Entertainment,,,,,,,6060
Sengoku Basara: Samurai Heroes,Nintendo Wii,2010.0,Action,Capcom,65.0,18.0,8.8,13.0,Capcom,T,6061
Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,76.0,21.0,8.6,38.0,Ubisoft,E,6062
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Nintendo DS,2008.0,Adventure,Konami Digital Entertainment,,,,,,,6063
Warriors Orochi 2,Sony PSP,2008.0,Action,Tecmo Koei,56.0,14.0,7.5,4.0,Omega Force,T,6064
Feel the Magic XY/XX,Nintendo DS,2004.0,Puzzle,Sega,75.0,55.0,8.1,18.0,Sonic Team,T,6065
Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,Midway Games,84.0,46.0,8.9,27.0,Midway,M,6066
Tomba! 2: The Evil Swine Return,PS,1999.0,Platform,Sony Computer Entertainment,,,,,,,6067
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006.0,Role-Playing,Square Enix,,,,,,,6068
Neopets Puzzle Adventure,Nintendo DS,2008.0,Puzzle,Capcom,70.0,12.0,,,Infinite Interactive,E,6069
BeatMania Append 4thMix: The beat goes on,PS,1999.0,Simulation,Konami Digital Entertainment,,,,,,,6070
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992.0,Strategy,Tecmo Koei,,,,,,,6071
Power Pro Kun Pocket 11,Nintendo DS,2008.0,Sports,Konami Digital Entertainment,,,,,,,6072
Sonic & All-Stars Racing Transformed,Nintendo 3DS,2012.0,Racing,Sega,,,,,,,6073
Dead Rising: Chop Till You Drop,Nintendo Wii,2009.0,Action,Capcom,61.0,30.0,6.5,35.0,TOSE,M,6074
Purr Pals,Nintendo Wii,2008.0,Simulation,Deep Silver,,,,,Crave,E,6075
Spyro: A Hero's Tail,GC,2004.0,Platform,Vivendi Games,62.0,13.0,8.3,10.0,Eurocom Entertainment Software,E,6076
NASCAR 08,Xbox360,2007.0,Racing,Electronic Arts,59.0,29.0,5.2,30.0,EA Tiburon,E,6077
Battle & Get! Pokemon Typing DS,Nintendo DS,2011.0,Misc,Nintendo,,,,,,,6078
World of Tanks,PC,2011.0,Shooter,Wargaming.net,80.0,38.0,3.7,1466.0,Wargaming.net,T,6079
Links 2004,XB,2003.0,Sports,Microsoft Game Studios,80.0,41.0,9.0,9.0,Indie Built,E,6080
PGA Tour 97,PS,1996.0,Sports,Electronic Arts,,,,,,,6081
Majin and the Forsaken Kingdom,Sony PS3,2010.0,Adventure,Namco Bandai Games,72.0,49.0,7.9,35.0,Game Republic,T,6082
Assassin's Creed IV: Black Flag,Nintendo Wii U,2013.0,Action,Ubisoft,86.0,5.0,7.7,207.0,Ubisoft,M,6083
Earthworm Jim,GBA,2001.0,Platform,Interplay,72.0,10.0,5.7,6.0,Game Titan,E,6084
Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,76.0,29.0,8.1,24.0,Namco,E10+,6085
Bratz: Super Babyz,Nintendo DS,2008.0,Action,THQ,50.0,4.0,,,Creat Studios,E,6086
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Sony PS4,2016.0,Action,Square Enix,,,,,,,6087
Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,48.0,9.0,8.3,13.0,Ubisoft,E,6088
SingStar Country,PS2,2008.0,Misc,Sony Computer Entertainment,75.0,13.0,,,SCEE London Studio,T,6089
VMX Racing,PS,1997.0,Racing,Playmates,,,,,,,6090
Hot Shots Golf: World Invitational,Sony PS3,2012.0,Sports,Sony Computer Entertainment,,,7.9,9.0,Clap Hanz,E,6091
Harvest Moon DS Cute (US sales),Nintendo DS,2005.0,Simulation,Marvelous Interactive,,,,,,,6092
Disney's Extreme Skate Adventure,GBA,2003.0,Sports,Activision,70.0,6.0,,,Vicarious Visions,E,6093
Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,69.0,12.0,8.2,26.0,Webfoot Technologies,E10+,6094
Super Fire ProWrestling X,SNES,1995.0,Fighting,Human Entertainment,,,,,,,6095
Battlefield: Hardline,Xbox360,2015.0,Shooter,Electronic Arts,,,4.1,65.0,Visceral Games,M,6096
International Superstar Soccer,SNES,1994.0,Sports,Konami Digital Entertainment,,,,,,,6097
Tigger's Honey Hunt,PS,2000.0,Platform,Ubisoft,,,,,,,6098
FIFA 15,PC,2014.0,Sports,Electronic Arts,82.0,9.0,4.2,383.0,EA Sports,E,6099
The Warriors,XB,2005.0,Action,Take-Two Interactive,85.0,55.0,8.2,21.0,Rockstar Toronto,M,6100
Shadow Hearts,PS2,2001.0,Role-Playing,Midway Games,73.0,24.0,8.8,55.0,Sacnoth,M,6101
Dragon Ball Z: Budokai Tenkaichi 2,Nintendo Wii,2006.0,Fighting,Atari,72.0,37.0,8.5,40.0,Spike,T,6102
Haven: Call of the King,PS2,,Platform,Midway Games,69.0,26.0,6.9,15.0,Traveller's Tales,T,6103
Street Hoops,XB,2002.0,Sports,Activision,58.0,22.0,8.0,4.0,Black Ops Entertainment,T,6104
Yu-Gi-Oh! Double Pack,GBA,2006.0,Role-Playing,Konami Digital Entertainment,,,,,,,6105
X-Men: Reign of Apocalypse,GBA,2001.0,Action,Activision,61.0,10.0,,,Digital Eclipse,E,6106
R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,66.0,35.0,6.2,5.0,Namco,T,6107
Netsu Chu! Pro Yakyuu 2003,PS2,2003.0,Sports,Namco Bandai Games,,,,,,,6108
Jewel Quest Mysteries: Curse of the Emerald Tear,Nintendo DS,2010.0,Puzzle,Avanquest,,,,,,,6109
The Golden Compass,Sony PS3,2007.0,Action,Sega,40.0,17.0,4.8,16.0,Shiny Entertainment,E10+,6110
ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,70.0,18.0,9.0,4.0,Climax Group,E,6111
Digimon Adventure: Anode Tamer,WS,1999.0,Role-Playing,Namco Bandai Games,,,,,,,6112
Hatsune Miku: Project Diva f,Sony PS3,2013.0,Misc,Sega,73.0,10.0,8.4,108.0,Sega,T,6113
Fantastic 4: Flame On,GBA,2005.0,Action,Activision,,,,,,,6114
Divinity: Original Sin,Sony PS4,2015.0,Role-Playing,Focus Home Interactive,,,,,,,6115
Marvel Nemesis: Rise of the Imperfects,XB,2005.0,Fighting,Electronic Arts,58.0,34.0,7.5,20.0,"EA Canada, Nihilistic",T,6116
The King of Fighters '95,SAT,1995.0,Fighting,SNK Playmore,,,,,,,6117
F/A-18F Super Hornet,GBA,2004.0,Simulation,Majesco Entertainment,,,,,,,6118
Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,92.0,25.0,8.4,190.0,TOSE,E10+,6119
LEGO The Lord of the Rings,Sony PS Vita,2012.0,Action,Warner Bros. Interactive Entertainment,54.0,8.0,5.6,35.0,TT Games,E10+,6120
Polaris,Atari 2600,1982.0,Action,Tigervision,,,,,,,6121
All Star Cheer Squad,Nintendo DS,2008.0,Sports,THQ,,,,,Gorilla Games,E,6122
Viewtiful Joe,PS2,2004.0,Action,Capcom,90.0,34.0,8.5,35.0,Clover Studio,T,6123
Triple Play 2000,N64,1999.0,Sports,Electronic Arts,,,,,,,6124
DeathSmiles,Xbox360,2009.0,Shooter,Rising Star Games,76.0,29.0,8.4,47.0,Cave,T,6125
Baby Pals,Nintendo DS,2007.0,Simulation,THQ,,,,,Brain Toys,E,6126
Fable: The Journey,Xbox360,2012.0,Role-Playing,Microsoft Game Studios,61.0,70.0,4.8,80.0,Lionhead Studios,T,6127
Bratz Ponyz,Nintendo DS,2007.0,Adventure,Game Factory,,,,,Neko Entertainment,E,6128
Arcade Hits: Frisky Tom,PS,2002.0,Action,Hamster Corporation,,,,,,,6129
Junior Brain Trainer 2,Nintendo DS,2010.0,Misc,GSP,,,,,Sanuk Games,E,6130
Bladestorm: The Hundred Years' War,Sony PS3,2007.0,Action,Tecmo Koei,58.0,23.0,7.9,28.0,Omega Force,T,6131
SAW,Xbox360,2009.0,Action,Konami Digital Entertainment,59.0,39.0,7.4,50.0,Zombie Studios,M,6132
Chromehounds,Xbox360,2006.0,Simulation,Sega,71.0,60.0,7.0,72.0,From Software,T,6133
Harry Potter and the Sorcerer's Stone,PS2,2003.0,Action,Electronic Arts,56.0,14.0,7.6,21.0,Warthog,E,6134
Unreal Championship 2: The Liandri Conflict,XB,,Shooter,Midway Games,85.0,54.0,8.2,21.0,Epic Games,M,6135
Kung Fu Chaos,XB,2003.0,Fighting,Microsoft Game Studios,68.0,41.0,8.5,27.0,Just Add Monsters,T,6136
Mega Man: Dr. Wily's Revenge,GB,1991.0,Platform,Nintendo,,,,,,,6137
Reel Fishing: Angler's Dream,Nintendo Wii,2009.0,Sports,Zushi Games,,,7.5,4.0,Sims,E,6138
Shrek the Third,Nintendo Wii,2007.0,Action,Activision,57.0,28.0,6.7,7.0,Amaze Entertainment,E10+,6139
Godzilla: Domination!,GBA,2002.0,Fighting,Atari,,,,,,,6140
Famista '92,NES,1991.0,Sports,Namco Bandai Games,,,,,,,6141
Tales of the World: Radiant Mythology 3,Sony PSP,2011.0,Role-Playing,Namco Bandai Games,,,,,,,6142
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,PS2,2002.0,Misc,Sammy Corporation,,,,,,,6143
Jackass the Game,PS2,2007.0,Action,Empire Interactive,58.0,24.0,6.6,14.0,Sidhe Interactive,M,6144
Mega Man II,GB,1991.0,Platform,Nintendo,,,,,,,6145
Pirates of the Caribbean: Dead Man's Chest,Sony PSP,2006.0,Adventure,Disney Interactive Studios,52.0,34.0,8.0,17.0,Griptonite Games,T,6146
Lord of Darkness,SNES,1991.0,Action,Tecmo Koei,,,,,,,6147
Hannah Montana: Spotlight World Tour,PS2,2008.0,Action,Disney Interactive Studios,,,,,Avalanche Software,E,6148
Rocket Power: Beach Bandits,GBA,2002.0,Platform,THQ,,,,,,,6149
Carol Vorderman's Sudoku,PS2,2006.0,Puzzle,Xplosiv,75.0,4.0,,,Atomic Planet Entertainment,E,6150
Operation Flashpoint: Red River,Xbox360,2011.0,Shooter,Codemasters,69.0,64.0,6.1,29.0,Codemasters,M,6151
Transformers: Dark of the Moon,Xbox360,2011.0,Action,Activision,59.0,53.0,6.7,30.0,High Moon Studios,T,6152
MX SuperFly featuring Ricky Carmichael,PS2,2002.0,Racing,THQ,,,,,,,6153
Surf's Up,Nintendo DS,2007.0,Sports,Ubisoft,56.0,5.0,7.0,4.0,Ubisoft Quebec,E,6154
Assassin's Creed II: Discovery,Nintendo DS,2009.0,Action,Ubisoft,69.0,20.0,7.3,22.0,Griptonite Games,T,6155
Syphon Filter: Dark Mirror,PS2,2007.0,Shooter,Sony Computer Entertainment,70.0,24.0,7.8,12.0,Sony Bend,T,6156
Conflict: Desert Storm II - Back to Bagdhad,XB,2003.0,Shooter,SCi,,,,,,,6157
Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,64.0,30.0,7.8,10.0,Paradigm Entertainment,T,6158
Sesame Street: Elmo's A-to-Zoo Adventure,Nintendo DS,2010.0,Misc,Warner Bros. Interactive Entertainment,,,,,,,6159
MLB 07: The Show,Sony PSP,2007.0,Sports,Sony Computer Entertainment,82.0,12.0,7.2,10.0,SCEA San Diego Studios,E,6160
Kung Zhu,Nintendo DS,2010.0,Action,Activision,,,,,,,6161
Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,58.0,10.0,,,Pipe Dream Interactive,E,6162
Driver: Parallel Lines,PS2,2006.0,Racing,Atari,69.0,41.0,6.9,74.0,Reflections Interactive,M,6163
Monster Hunter Stories,Nintendo 3DS,2016.0,Action,Capcom,,,,,,,6164
Ben 10 Ultimate Alien: Cosmic Destruction,Nintendo Wii,2010.0,Platform,D3Publisher,,,,,Papaya Studios,E10+,6165
The Urbz: Sims In the City (US weekly sales),Nintendo DS,2004.0,Simulation,Electronic Arts,,,,,,,6166
Mega Man ZX,Nintendo DS,2006.0,Platform,Capcom,76.0,37.0,8.3,32.0,Inti Creates,E,6167
Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,46.0,23.0,4.7,10.0,Paradox Development,M,6168
Disney's Treasure Planet,GBA,2002.0,Action,Ubisoft,68.0,6.0,,,Disney Interactive,E,6169
Guitar Hero: Van Halen,Nintendo Wii,2009.0,Misc,Activision,50.0,12.0,5.2,6.0,Neversoft Entertainment,T,6170
Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,84.0,10.0,8.6,18.0,Team Ninja,T,6171
Dead to Rights: Retribution,Sony PS3,2010.0,Shooter,Namco Bandai Games,60.0,44.0,5.9,27.0,Volatile Games,M,6172
Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,71.0,26.0,7.5,22.0,Media Vision,T,6173
Payday 2,Sony PS4,2015.0,Shooter,505 Games,,,,,,,6174
NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,76.0,22.0,8.9,15.0,Midway,E,6175
Mega Man 7,SNES,1995.0,Platform,Laguna,,,,,,,6176
El Shaddai: Ascension of the Metatron,Sony PS3,2011.0,Action,Ignition Entertainment,78.0,46.0,7.5,40.0,Ignition Entertainment,T,6177
Tony Hawk: Shred,Sony PS3,2010.0,Sports,Activision,56.0,5.0,6.7,6.0,Robomodo,E,6178
Disney Channel: All Star Party,Nintendo Wii,2010.0,Misc,Disney Interactive Studios,,,,,Disney Interactive Studios,E,6179
Shrek: Ogres & Dronkeys,Nintendo DS,2007.0,Simulation,Activision,,,,,,,6180
NCAA March Madness 2005,XB,2004.0,Sports,Electronic Arts,80.0,18.0,7.8,4.0,EA Canada,E,6181
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GC,,Action,Disney Interactive Studios,71.0,17.0,,,Traveller's Tales,T,6182
NBA In The Zone,PS,1995.0,Sports,Konami Digital Entertainment,,,,,,,6183
Alien: Isolation,Xbox360,2014.0,Shooter,Sega,,,8.2,113.0,Creative Assembly,M,6184
Batman: The Brave and the Bold the Videogame,Nintendo Wii,2010.0,Action,Warner Bros. Interactive Entertainment,,,,,,,6185
Corvette,GBA,2003.0,Racing,TDK Mediactive,,,,,Visual Impact,E,6186
Kenka Bancho: Badass Rumble,Sony PSP,2008.0,Action,Spike,70.0,21.0,7.5,6.0,Bullets,T,6187
Moshi Monsters: Moshlings Theme Park,Nintendo 3DS,2012.0,Misc,Activision,,,,,Black Lantern Studios,E,6188
Cabela's Big Game Hunter 2012,Xbox360,2011.0,Sports,Activision,,,,,Activision,T,6189
F1 ROC: Race of Champions,SNES,1992.0,Sports,Ocean,,,,,,,6190
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,65.0,8.0,,,THQ,E,6191
Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,84.0,23.0,8.3,39.0,KCET,M,6192
Sniper Elite 3,Sony PS3,2014.0,Shooter,505 Games,,,6.4,18.0,Rebellion,M,6193
NES Remix,Nintendo Wii U,2014.0,Action,Nintendo,71.0,34.0,7.1,133.0,Indies Zero,E,6194
Skylanders: Trap Team,Nintendo 3DS,2014.0,Action,Activision,,,3.4,5.0,Toys for Bob,E10+,6195
Soul Nomad & the World Eaters,PS2,2007.0,Role-Playing,Tecmo Koei,,,,,,,6196
Bass Strike,PS2,2001.0,Sports,THQ,57.0,11.0,5.8,4.0,THQ,E,6197
NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,82.0,19.0,8.4,11.0,Midway,E,6198
Bionic Commando,Xbox360,2009.0,Platform,Capcom,70.0,65.0,7.3,87.0,GRIN,M,6199
Monopoly Streets,Xbox360,2010.0,Misc,Electronic Arts,66.0,18.0,6.6,16.0,Electronic Arts,E,6200
Pac-Man Fever,GC,,Misc,Unknown,54.0,10.0,6.3,6.0,Mass Media,E,6201
Trivial Pursuit,Sony PS3,2009.0,Misc,Electronic Arts,66.0,13.0,7.1,7.0,EA Bright Light,E,6202
Medieval Moves: Deadmund's Quest,Sony PS3,2011.0,Action,Sony Computer Entertainment,61.0,41.0,6.5,17.0,Zindagi Games,E10+,6203
Yu-Gi-Oh! World Championship 2008,Nintendo DS,2007.0,Strategy,Konami Digital Entertainment,,,,,,,6204
Thief (2014),Xbox360,2014.0,Action,Square Enix,,,,,,,6205
Real Pool,PS2,2000.0,Sports,Midas Interactive Entertainment,54.0,15.0,,,Takara,E,6206
Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,65.0,23.0,4.9,11.0,Zoom,T,6207
Tom and Jerry Tales,Nintendo DS,2006.0,Platform,Warner Bros. Interactive Entertainment,,,,,Sensory Sweep,E,6208
Kakyuusei,SAT,1997.0,Strategy,Elf,,,,,,,6209
Attack on Titan (KOEI),Sony PS4,2016.0,Action,Tecmo Koei,,,,,,,6210
Rugby World Cup 2011,Xbox360,2011.0,Sports,505 Games,55.0,14.0,3.9,13.0,HB Studios Multimedia,E,6211
CSI: Deadly Intent,Nintendo Wii,2009.0,Adventure,Ubisoft,,,,,Telltale Games,M,6212
Civilization II,PS,1998.0,Strategy,Activision,,,,,,,6213
Dynasty Warriors: Gundam,PS2,2008.0,Action,Namco Bandai Games,,,,,,,6214
Madagascar,XB,2005.0,Platform,Activision,71.0,28.0,,,Toys for Bob,E10+,6215
The Smurfs: Dance Party,Nintendo Wii,2011.0,Misc,Ubisoft,,,,,Land Ho!,E,6216
Virtua Fighter 5 Online,Xbox360,2007.0,Fighting,Sega,89.0,36.0,7.6,62.0,Sega AM2,T,6217
Indiana Jones and the Staff of Kings,PS2,2009.0,Action,Activision,55.0,4.0,7.5,13.0,LucasArts,T,6218
Angry Birds Star Wars,Xbox360,2013.0,Strategy,Activision,59.0,3.0,5.6,25.0,Exient Entertainment,E,6219
F-1 Grand Prix,SNES,1992.0,Racing,Video System,,,,,,,6220
SimCity 2000,SAT,1994.0,Simulation,Sega,,,,,,,6221
Deer Hunter,PS2,2003.0,Sports,Atari,,,8.5,17.0,Coresoft,T,6222
Puyo Puyo! 15th Anniversary,Nintendo DS,2006.0,Puzzle,Sega,,,,,,,6223
Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,Nintendo,,,,,,,6224
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998.0,Role-Playing,Konami Digital Entertainment,,,,,,,6225
Dave Mirra Freestyle BMX 2,GC,2001.0,Sports,Acclaim Entertainment,78.0,15.0,7.7,10.0,"Z-Axis, Ltd.",T,6226
One Piece: Unlimited World Red,Sony PS3,2014.0,Action,Namco Bandai Games,71.0,28.0,7.3,46.0,Ganbarion,T,6227
Wappy Dog,Nintendo DS,2011.0,Simulation,Activision,,,,,Sega Toys,E,6228
Warpath: Jurassic Park,PS,1998.0,Fighting,Electronic Arts,,,,,,,6229
Tak and the Guardians of Gross,PS2,2008.0,Action,THQ,,,,,Blitz Games,E10+,6230
True Crime: New York City,XB,2005.0,Action,Activision,60.0,43.0,7.8,17.0,Exakt,M,6231
Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,65.0,21.0,7.7,19.0,Acclaim Studios Cheltenham,T,6232
NCAA Basketball 09,PS2,2008.0,Sports,Electronic Arts,55.0,4.0,,,EA Canada,E,6233
Avatar: The Last Airbender,Nintendo Wii,2006.0,Adventure,THQ,56.0,15.0,5.8,8.0,AWE Games,E10+,6234
Power Pro Kun Pocket 3,GBA,2001.0,Sports,Konami Digital Entertainment,,,,,,,6235
Castlevania: Aria of Sorrow,GBA,2003.0,Platform,Konami Digital Entertainment,91.0,29.0,9.1,127.0,KCET,T,6236
Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,57.0,9.0,7.0,4.0,Presto Studios,E,6237
Shin Megami Tensei: Strange Journey,Nintendo DS,2009.0,Role-Playing,Atlus,80.0,26.0,8.7,69.0,Atlus,M,6238
Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996.0,Shooter,Namco Bandai Games,,,,,,,6239
Armored Core: Project Phantasma,PS,1997.0,Simulation,From Software,,,,,,,6240
Army of Two: The Devil's Cartel,Sony PS3,2013.0,Shooter,Electronic Arts,58.0,27.0,6.7,100.0,Visceral Games,M,6241
Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000.0,Platform,Nintendo,,,,,,,6242
Kobitodzukan: Kobito Kansatsu Set,Nintendo 3DS,2012.0,Misc,Nippon Columbia,,,,,,,6243
Nichibutsu Arcade Classics,SNES,1995.0,Misc,Nichibutsu,,,,,,,6244
FIFA Soccer 07,Xbox360,2006.0,Sports,Electronic Arts,,,,,,,6245
Patapon 3,Sony PSP,2011.0,Misc,Sony Computer Entertainment,74.0,41.0,7.2,35.0,SCE Japan Studio,E,6246
Ice Age: Dawn of the Dinosaurs,Nintendo Wii,2009.0,Action,Activision,75.0,12.0,8.3,6.0,Activision,E10+,6247
Ace Attorney 6,Nintendo 3DS,2016.0,Adventure,Capcom,,,,,,,6248
Cabela's Trophy Bucks,PS2,2007.0,Sports,Activision Value,,,,,Sand Grain Studios,T,6249
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Nintendo DS,2007.0,Misc,Nintendo,,,,,,,6250
Q-Ball: Billiards Master,PS2,2000.0,Sports,Take-Two Interactive,65.0,9.0,,,Ornith,E,6251
Mr. Do!,Atari 2600,1982.0,Action,Coleco,,,,,,,6252
Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,65.0,32.0,6.5,8.0,Studio Gigante,M,6253
Guitar Hero: Van Halen,Sony PS3,2009.0,Misc,Activision,59.0,33.0,4.7,9.0,Neversoft Entertainment,T,6254
Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996.0,Fighting,Tomy Corporation,,,,,,,6255
Dragon Ball Z: Budokai 2,GC,2004.0,Fighting,Atari,66.0,9.0,5.8,12.0,Pyramid,T,6256
The Legend of Zelda: The Minish Cap(weekly JP sales),GBA,,Action,,,,,,,,6257
Over the Hedge,Nintendo DS,2006.0,Platform,Activision,71.0,17.0,6.4,9.0,Vicarious Visions,E,6258
Motocross Maniacs Advance,GBA,2002.0,Racing,Konami Digital Entertainment,69.0,11.0,,,Konami,E,6259
Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,Capcom,,,,,,,6260
Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,,,,,,,6261
M&M's Blast!,GBA,2001.0,Puzzle,Unknown,,,,,,,6262
Siren: Blood Curse,Sony PS3,2008.0,Action,Sony Computer Entertainment,78.0,42.0,8.1,87.0,SCE Japan Studio,M,6263
NBA 2K12,Sony PSP,2011.0,Sports,Take-Two Interactive,,,5.0,7.0,Visual Concepts,E,6264
Final Fantasy X International,PS2,2004.0,Role-Playing,Square Enix,,,,,,,6265
Tiny Toon Adventures: Plucky's Big Adventure,PS,2001.0,Action,Conspiracy Entertainment,,,,,,,6266
NHL Hitz 20-02,XB,2001.0,Sports,Midway Games,79.0,20.0,8.7,11.0,Black Box,E,6267
Indy 500,Atari 2600,,Racing,Atari,,,,,,,6268
GRID 2,Xbox360,2013.0,Racing,Codemasters,78.0,51.0,5.8,156.0,Codemasters,E,6269
Trivial Pursuit,PS2,2009.0,Misc,Electronic Arts,,,,,EA Bright Light,E,6270
Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,51.0,8.0,6.0,7.0,Heavy Iron Studios,M,6271
Need for Speed: The Run,Nintendo Wii,2011.0,Action,Electronic Arts,64.0,6.0,3.6,21.0,Firebrand Games,E10+,6272
Dragon Ball GT: Final Bout,PS,1997.0,Fighting,Namco Bandai Games,,,,,,,6273
